,buy_signal_count,sell_signal_count,trans_count,profit_transaction_count,total_gain,profit_transaction_probability,loss_transaction_count,total_loss,loss_transaction_probability,P&L,APPT
2020-07-28-2021-08-26,8,9,8,3,77499.99,0.38,5,-82800.00,0.62,-1.56,20037.50
