Date,Open,High,Low,Close,Adj Close,Volume,macd,sig,hist,buy_price,sell_price,trigger_signal,position,holding,cash_holding,holding_value,market_value,portfolio_value,daily_return,cumulative_ret
2021-03-08,63.90,63.90,56.00,56.65,56.35,35926986,-2.64,-0.87,-1.77,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-09,56.70,60.90,52.60,58.95,58.64,42576691,-3.04,-1.31,-1.73,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-10,62.80,63.95,59.40,60.55,60.23,22918304,-3.19,-1.69,-1.51,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-11,60.25,63.80,60.00,63.05,62.72,17208895,-3.08,-1.96,-1.11,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-12,65.55,67.00,62.40,62.65,62.32,21677774,-2.98,-2.17,-0.82,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-15,63.80,64.80,59.80,60.65,60.33,11693822,-3.03,-2.34,-0.69,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-16,63.60,68.00,62.55,67.95,67.59,27825554,-2.46,-2.36,-0.09,,,0.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-17,67.00,69.75,65.35,69.35,68.99,15701989,-1.87,-2.26,0.40,,,1.00,0.00,0.00,162899.99,0.00,0.00,162899.99,0.00,0.63
2021-03-18,70.00,70.75,66.10,68.00,67.64,15440924,-1.49,-2.11,0.62,70.00,,0.00,1.00,2000.00,22899.99,136000.00,136000.00,158899.99,-0.02,0.59
2021-03-19,66.60,68.30,63.00,65.55,65.21,19100714,-1.37,-1.96,0.59,,,0.00,1.00,2000.00,22899.99,131100.01,0.00,154000.00,-0.03,0.54
2021-03-22,65.85,67.30,64.85,65.95,65.60,9687374,-1.23,-1.82,0.58,,,0.00,1.00,2000.00,22899.99,131899.99,0.00,154799.99,0.01,0.55
2021-03-23,56.10,56.10,40.00,48.00,47.75,179288438,-2.54,-1.96,-0.58,,,-1.00,1.00,2000.00,22899.99,96000.00,0.00,118899.99,-0.23,0.19
2021-03-24,48.50,50.20,45.90,49.00,48.74,42474119,-3.46,-2.26,-1.20,,48.50,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.01,0.20
2021-03-25,47.15,48.50,46.10,46.60,46.36,30037064,-4.33,-2.67,-1.65,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-03-26,47.80,50.80,46.95,50.65,50.38,24081976,-4.64,-3.07,-1.57,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-03-29,51.00,51.30,47.35,48.10,47.85,20792103,-5.03,-3.46,-1.57,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-03-30,50.05,50.50,47.25,48.15,47.90,33421408,-5.28,-3.82,-1.45,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-03-31,48.35,48.80,46.25,47.30,47.05,24535220,-5.48,-4.15,-1.32,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-01,48.20,51.95,48.20,51.05,50.78,34495516,-5.27,-4.38,-0.90,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-07,51.45,52.50,49.10,50.85,50.58,22593164,-5.07,-4.52,-0.55,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-08,49.35,51.35,49.35,50.30,50.04,11413564,-4.90,-4.59,-0.30,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-09,50.55,52.40,49.65,49.75,49.49,19796661,-4.75,-4.62,-0.12,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-12,50.20,50.30,46.90,47.35,47.10,24179545,-4.77,-4.65,-0.12,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-13,47.75,49.30,47.15,47.90,47.65,11159110,-4.69,-4.66,-0.03,,,0.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-14,48.60,50.00,48.45,48.80,48.54,18431548,-4.50,-4.63,0.13,,,1.00,0.00,0.00,119899.99,0.00,0.00,119899.99,0.00,0.20
2021-04-15,49.00,50.60,48.50,50.00,49.74,10228892,-4.20,-4.54,0.34,49.00,,0.00,1.00,2000.00,21899.99,100000.00,100000.00,121899.99,0.02,0.22
2021-04-16,50.20,52.10,50.05,51.30,51.03,14114200,-3.82,-4.40,0.58,,,0.00,1.00,2000.00,21899.99,102600.00,0.00,124499.99,0.02,0.24
2021-04-19,51.50,55.30,50.80,54.50,54.21,20871740,-3.22,-4.16,0.94,,,0.00,1.00,2000.00,21899.99,109000.00,0.00,130899.99,0.05,0.31
2021-04-20,53.50,55.50,53.35,54.40,54.12,14463045,-2.72,-3.88,1.15,,,0.00,1.00,2000.00,21899.99,108800.00,0.00,130700.00,-0.00,0.31
2021-04-21,53.60,54.55,52.50,53.05,52.77,8461677,-2.41,-3.58,1.17,,,0.00,1.00,2000.00,21899.99,106100.00,0.00,127999.99,-0.02,0.28
2021-04-22,54.15,57.30,53.45,56.40,56.10,21232835,-1.87,-3.24,1.37,,,0.00,1.00,2000.00,21899.99,112800.00,0.00,134700.00,0.05,0.35
2021-04-23,56.00,56.85,53.60,54.65,54.36,24529836,-1.57,-2.91,1.34,,,0.00,1.00,2000.00,21899.99,109300.00,0.00,131200.00,-0.03,0.31
2021-04-26,55.75,58.70,55.40,56.90,56.60,18086501,-1.13,-2.55,1.42,,,0.00,1.00,2000.00,21899.99,113800.00,0.00,135700.00,0.03,0.36
2021-04-27,56.90,57.80,55.60,57.20,56.90,13550104,-0.75,-2.19,1.44,,,0.00,1.00,2000.00,21899.99,114400.00,0.00,136300.00,0.00,0.36
2021-04-28,57.20,57.40,55.85,55.90,55.61,10588875,-0.55,-1.86,1.31,,,0.00,1.00,2000.00,21899.99,111800.00,0.00,133700.00,-0.02,0.34
2021-04-29,55.90,56.50,54.60,55.45,55.16,5232803,-0.42,-1.57,1.15,,,0.00,1.00,2000.00,21899.99,110900.00,0.00,132800.00,-0.01,0.33
2021-04-30,54.60,55.45,53.00,55.05,54.76,6814314,-0.35,-1.33,0.98,,,0.00,1.00,2000.00,21899.99,110100.00,0.00,131999.99,-0.01,0.32
2021-05-03,54.00,55.70,54.00,54.95,54.66,2042676,-0.29,-1.12,0.83,,,0.00,1.00,2000.00,21899.99,109900.00,0.00,131800.00,-0.00,0.32
2021-05-04,55.30,55.90,54.30,55.45,55.16,2242184,-0.21,-0.94,0.73,,,0.00,1.00,2000.00,21899.99,110900.00,0.00,132800.00,0.01,0.33
2021-05-05,54.50,55.10,53.05,54.00,53.72,3307657,-0.26,-0.80,0.55,,,0.00,1.00,2000.00,21899.99,108000.00,0.00,129899.99,-0.02,0.30
2021-05-06,55.00,55.00,51.95,52.80,52.52,13456153,-0.38,-0.72,0.33,,,0.00,1.00,2000.00,21899.99,105600.00,0.00,127499.99,-0.02,0.27
2021-05-07,52.80,53.90,50.90,51.30,51.03,9564231,-0.60,-0.70,0.09,,,0.00,1.00,2000.00,21899.99,102600.00,0.00,124499.99,-0.02,0.24
2021-05-10,52.50,54.00,51.45,52.50,52.23,13564327,-0.67,-0.69,0.02,,,0.00,1.00,2000.00,21899.99,105000.00,0.00,126899.99,0.02,0.27
2021-05-11,50.80,52.30,49.60,52.05,51.78,18321950,-0.75,-0.70,-0.05,,,-1.00,1.00,2000.00,21899.99,104100.00,0.00,125999.99,-0.01,0.26
2021-05-12,52.75,53.50,51.50,51.90,51.63,7478862,-0.82,-0.72,-0.09,,52.75,0.00,0.00,0.00,127399.99,0.00,0.00,127399.99,0.01,0.27
2021-05-13,51.25,52.20,50.60,51.05,50.78,5847347,-0.93,-0.77,-0.16,,,0.00,0.00,0.00,127399.99,0.00,0.00,127399.99,0.00,0.27
2021-05-14,51.55,52.35,50.80,51.40,51.13,8500918,-0.98,-0.81,-0.17,,,0.00,0.00,0.00,127399.99,0.00,0.00,127399.99,0.00,0.27
2021-05-17,52.50,55.90,52.05,55.55,55.26,19429773,-0.67,-0.78,0.11,,,1.00,0.00,0.00,127399.99,0.00,0.00,127399.99,0.00,0.27
2021-05-18,56.15,57.85,54.90,56.95,56.65,19471484,-0.31,-0.69,0.37,56.15,,0.00,1.00,2000.00,15099.99,113900.00,113900.00,128999.99,0.01,0.29
2021-05-20,56.80,60.30,56.10,59.40,59.09,21516650,0.17,-0.52,0.68,,,0.00,1.00,2000.00,15099.99,118800.00,0.00,133899.99,0.04,0.34
2021-05-21,60.00,61.50,58.75,60.25,59.93,15732016,0.61,-0.29,0.90,,,0.00,1.00,2000.00,15099.99,120500.00,0.00,135599.99,0.01,0.36
2021-05-24,58.80,59.85,57.55,59.05,58.74,11981684,0.85,-0.06,0.91,,,0.00,1.00,2000.00,15099.99,118100.00,0.00,133199.99,-0.02,0.33
2021-05-25,59.65,62.30,58.75,61.70,61.38,14464402,1.24,0.20,1.04,,,0.00,1.00,2000.00,15099.99,123400.00,0.00,138499.99,0.04,0.38
2021-05-26,61.00,61.70,49.50,51.15,50.88,68829962,0.69,0.30,0.40,,,0.00,1.00,2000.00,15099.99,102300.00,0.00,117399.99,-0.15,0.17
2021-05-27,54.05,55.25,51.90,52.90,52.62,95817186,0.40,0.32,0.08,,,0.00,1.00,2000.00,15099.99,105800.00,0.00,120899.99,0.03,0.21
2021-05-28,54.00,54.45,51.15,51.60,51.33,26275888,0.05,0.26,-0.21,,,-1.00,1.00,2000.00,15099.99,103200.00,0.00,118299.99,-0.02,0.18
2021-05-31,51.70,56.00,51.30,55.50,55.50,27707241,0.10,0.23,-0.13,,51.70,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-01,55.50,55.75,53.65,55.25,55.25,13641186,0.11,0.21,-0.10,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-02,56.00,56.80,54.40,55.20,55.20,13560880,0.11,0.19,-0.07,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-03,55.20,56.50,53.65,53.70,53.70,12104956,-0.00,0.15,-0.15,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-04,53.50,53.90,46.35,47.65,47.65,84932409,-0.58,0.00,-0.58,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-07,48.00,49.40,46.85,49.00,49.00,30737989,-0.91,-0.18,-0.73,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-08,48.80,49.90,48.25,49.10,49.10,14654308,-1.16,-0.37,-0.78,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-09,49.10,49.25,46.80,47.15,47.15,14138892,-1.49,-0.60,-0.89,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-10,47.45,48.30,45.00,46.70,46.70,27481316,-1.77,-0.83,-0.94,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-11,47.05,47.85,45.95,46.85,46.85,16725108,-1.96,-1.06,-0.90,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-15,47.45,47.45,44.70,45.10,45.10,24178258,-2.23,-1.29,-0.93,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-16,45.00,45.75,43.55,44.20,44.20,19339847,-2.48,-1.53,-0.95,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-17,44.30,44.65,40.25,43.05,43.05,31276402,-2.74,-1.77,-0.97,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-18,43.55,44.90,42.50,43.95,43.95,58355382,-2.84,-1.99,-0.86,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-21,43.90,43.90,39.50,40.70,40.70,46536888,-3.15,-2.22,-0.93,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-22,40.90,41.20,39.75,40.25,40.25,13243910,-3.39,-2.45,-0.94,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-23,40.25,43.45,40.25,43.05,43.05,24534973,-3.32,-2.63,-0.69,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-24,43.35,46.30,42.60,45.55,45.55,26771431,-3.02,-2.71,-0.32,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-25,46.30,47.00,45.60,45.75,45.75,18334060,-2.74,-2.71,-0.03,,,0.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-28,46.45,46.80,44.45,45.40,45.40,5805138,-2.52,-2.67,0.16,,,1.00,0.00,0.00,118499.99,0.00,0.00,118499.99,0.00,0.18
2021-06-29,45.45,45.55,42.75,43.20,43.20,15151627,-2.49,-2.64,0.15,45.45,,0.00,1.00,2000.00,27599.99,86400.00,86400.00,113999.99,-0.04,0.14
2021-06-30,43.15,44.00,42.65,43.05,43.05,7134564,-2.45,-2.60,0.15,,,0.00,1.00,2000.00,27599.99,86100.00,0.00,113699.99,-0.00,0.14
2021-07-02,44.00,44.05,41.50,42.10,42.10,9404929,-2.47,-2.57,0.11,,,0.00,1.00,2000.00,27599.99,84200.00,0.00,111799.99,-0.02,0.12
2021-07-05,42.60,44.80,41.85,42.10,42.10,8542682,-2.45,-2.55,0.10,,,0.00,1.00,2000.00,27599.99,84200.00,0.00,111799.99,0.00,0.12
2021-07-06,42.15,42.75,40.85,41.45,41.45,8400110,-2.47,-2.53,0.07,,,0.00,1.00,2000.00,27599.99,82900.00,0.00,110499.99,-0.01,0.10
2021-07-07,41.10,43.30,40.80,41.80,41.80,11196000,-2.42,-2.51,0.09,,,0.00,1.00,2000.00,27599.99,83600.00,0.00,111199.99,0.01,0.11
2021-07-08,44.80,45.30,42.35,42.95,42.95,26815152,-2.26,-2.46,0.20,,,0.00,1.00,2000.00,27599.99,85900.00,0.00,113499.99,0.02,0.13
2021-07-09,43.05,44.00,41.05,41.50,41.50,20645152,-2.23,-2.41,0.18,,,0.00,1.00,2000.00,27599.99,83000.00,0.00,110599.99,-0.03,0.11
2021-07-12,42.10,43.50,41.55,43.30,43.30,12579063,-2.04,-2.34,0.30,,,0.00,1.00,2000.00,27599.99,86600.00,0.00,114199.99,0.03,0.14
2021-07-13,43.10,46.40,43.00,46.10,46.10,20681683,-1.64,-2.20,0.56,,,0.00,1.00,2000.00,27599.99,92200.00,0.00,119799.99,0.05,0.20
2021-07-14,46.70,47.30,45.40,46.00,46.00,8106045,-1.32,-2.02,0.71,,,0.00,1.00,2000.00,27599.99,92000.00,0.00,119599.99,-0.00,0.20
2021-07-15,46.20,46.60,44.35,45.50,45.50,7877767,-1.09,-1.84,0.75,,,0.00,1.00,2000.00,27599.99,91000.00,0.00,118599.99,-0.01,0.19
2021-07-16,45.90,45.90,44.30,44.55,44.55,5892833,-0.97,-1.66,0.69,,,0.00,1.00,2000.00,27599.99,89100.00,0.00,116699.99,-0.02,0.17
2021-07-19,44.00,44.70,43.15,43.70,43.70,13665228,-0.94,-1.52,0.58,,,0.00,1.00,2000.00,27599.99,87400.00,0.00,114999.99,-0.01,0.15
2021-07-20,43.70,44.90,42.30,43.20,43.20,10386238,-0.94,-1.40,0.46,,,0.00,1.00,2000.00,27599.99,86400.00,0.00,113999.99,-0.01,0.14
2021-07-21,43.80,45.25,43.00,43.60,43.60,7631068,-0.90,-1.30,0.40,,,0.00,1.00,2000.00,27599.99,87200.00,0.00,114799.99,0.01,0.15
2021-07-22,44.15,44.40,42.80,43.40,43.40,6128036,-0.88,-1.22,0.34,,,0.00,1.00,2000.00,27599.99,86800.00,0.00,114399.99,-0.00,0.14
2021-07-23,43.45,43.55,40.60,41.10,41.10,14255600,-1.03,-1.18,0.15,,,0.00,1.00,2000.00,27599.99,82200.00,0.00,109799.99,-0.04,0.10
2021-07-26,38.80,40.25,36.35,36.55,36.55,36444375,-1.50,-1.24,-0.26,,,-1.00,1.00,2000.00,27599.99,73100.00,0.00,100699.99,-0.08,0.01
2021-07-27,36.30,36.95,31.20,32.40,32.40,44335364,-2.18,-1.43,-0.75,,36.30,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,-0.00,0.00
2021-07-28,32.75,34.80,31.75,34.80,34.80,22938164,-2.50,-1.65,-0.86,,,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-07-29,35.60,36.60,34.20,34.80,34.80,28148933,-2.72,-1.86,-0.86,,,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-07-30,34.80,34.80,32.40,33.40,33.40,17134226,-2.98,-2.08,-0.89,,,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-08-02,33.85,35.75,32.00,35.70,35.70,19779839,-2.96,-2.26,-0.70,,,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-08-03,36.25,36.85,33.85,36.20,36.20,18324653,-2.87,-2.38,-0.49,,,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-08-04,36.50,39.65,35.60,39.05,39.05,22690050,-2.54,-2.41,-0.13,,,0.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-08-05,37.00,39.60,36.00,38.30,38.30,27293069,-2.31,-2.39,0.08,,,1.00,0.00,0.00,100199.99,0.00,0.00,100199.99,0.00,0.00
2021-08-06,39.15,40.20,38.45,39.65,39.65,10177646,-2.00,-2.32,0.31,39.15,,0.00,1.00,2000.00,21899.99,79300.00,79300.00,101199.99,0.01,0.01
2021-08-09,39.95,40.00,38.20,39.50,39.50,12241955,-1.75,-2.20,0.45,,,0.00,1.00,2000.00,21899.99,79000.00,0.00,100899.99,-0.00,0.01
2021-08-10,39.85,44.35,39.55,43.90,43.90,25895947,-1.18,-2.00,0.82,,,0.00,1.00,2000.00,21899.99,87800.00,0.00,109699.99,0.09,0.10
2021-08-11,43.90,45.65,42.75,45.00,45.00,22404060,-0.63,-1.72,1.09,,,0.00,1.00,2000.00,21899.99,90000.00,0.00,111899.99,0.02,0.12
2021-08-12,45.80,46.70,44.55,44.85,44.85,26044770,-0.20,-1.42,1.22,,,0.00,1.00,2000.00,21899.99,89700.00,0.00,111599.98,-0.00,0.12
2021-08-13,45.00,46.40,43.35,45.15,45.15,11481373,0.16,-1.10,1.26,,,0.00,1.00,2000.00,21899.99,90300.00,0.00,112199.99,0.01,0.12
2021-08-16,45.15,45.75,42.75,42.95,42.95,14030764,0.26,-0.83,1.09,,,0.00,1.00,2000.00,21899.99,85900.00,0.00,107799.99,-0.04,0.08
2021-08-17,43.00,44.10,40.85,41.85,41.85,14522152,0.25,-0.62,0.87,,,0.00,1.00,2000.00,21899.99,83700.00,0.00,105599.98,-0.02,0.06
2021-08-18,41.85,43.15,41.80,42.55,42.55,10130760,0.30,-0.43,0.73,,,0.00,1.00,2000.00,21899.99,85100.00,0.00,106999.98,0.01,0.07
2021-08-19,43.50,45.10,42.05,43.40,43.40,14309878,0.40,-0.27,0.66,,,0.00,1.00,2000.00,21899.99,86800.00,0.00,108699.99,0.02,0.09
2021-08-20,41.90,41.90,35.95,39.30,39.30,46757647,0.14,-0.19,0.33,,,0.00,1.00,2000.00,21899.99,78600.00,0.00,100499.98,-0.08,0.00
2021-08-23,39.85,39.90,35.60,35.90,35.90,28330292,-0.33,-0.21,-0.11,,,-1.00,1.00,2000.00,21899.99,71800.00,0.00,93699.99,-0.07,-0.06
2021-08-24,36.40,37.40,35.90,36.80,36.80,14740754,-0.62,-0.30,-0.33,,36.40,0.00,0.00,0.00,94699.99,0.00,0.00,94699.99,0.01,-0.05
2021-08-25,37.35,38.75,37.15,37.70,37.70,13247300,-0.77,-0.39,-0.38,,,0.00,0.00,0.00,94699.99,0.00,0.00,94699.99,0.00,-0.05
2021-08-26,38.10,40.80,38.00,40.55,40.55,20668405,-0.65,-0.44,-0.21,,,,0.00,0.00,94699.99,0.00,0.00,94699.99,0.00,-0.05
